freq,v_out,v_in
40.74E3,131.0E-6,1.000
41.69E3,128.0E-6,1.000
42.66E3,125.1E-6,1.000
43.65E3,122.2E-6,1.000
44.67E3,119.5E-6,1.000
45.71E3,116.7E-6,1.000
46.77E3,114.1E-6,1.000
47.86E3,111.5E-6,1.000
48.98E3,108.9E-6,1.000
50.12E3,106.5E-6,1.000
51.29E3,104.0E-6,1.000
52.48E3,101.7E-6,1.000
53.70E3,99.34E-6,1.000
54.95E3,97.08E-6,1.000
56.23E3,94.87E-6,1.000
57.54E3,92.70E-6,1.000
58.88E3,90.59E-6,1.000
60.26E3,88.53E-6,1.000
61.66E3,86.51E-6,1.000
63.10E3,84.54E-6,1.000
64.57E3,82.61E-6,1.000
66.07E3,80.73E-6,1.000
67.61E3,78.89E-6,1.000
69.18E3,77.09E-6,1.000
70.79E3,75.33E-6,1.000
72.44E3,73.61E-6,1.000
74.13E3,71.93E-6,1.000
75.86E3,70.29E-6,1.000
77.62E3,68.69E-6,1.000
79.43E3,67.12E-6,1.000
81.28E3,65.59E-6,1.000
83.18E3,64.10E-6,1.000
85.11E3,62.63E-6,1.000
87.10E3,61.20E-6,1.000
89.13E3,59.81E-6,1.000
91.20E3,58.44E-6,1.000
93.33E3,57.11E-6,1.000
95.50E3,55.80E-6,1.000
97.72E3,54.53E-6,1.000
100.0E3,53.28E-6,1.000
102.3E3,52.07E-6,1.000
104.7E3,50.88E-6,1.000
107.2E3,49.71E-6,1.000
109.6E3,48.58E-6,1.000
112.2E3,47.47E-6,1.000
114.8E3,46.38E-6,1.000
117.5E3,45.32E-6,1.000
120.2E3,44.29E-6,1.000
123.0E3,43.27E-6,1.000
125.9E3,42.28E-6,1.000
128.8E3,41.32E-6,1.000
131.8E3,40.37E-6,1.000
134.9E3,39.45E-6,1.000
138.0E3,38.54E-6,1.000
141.3E3,37.66E-6,1.000
144.5E3,36.80E-6,1.000
147.9E3,35.95E-6,1.000
151.4E3,35.13E-6,1.000
154.9E3,34.32E-6,1.000
158.5E3,33.53E-6,1.000
162.2E3,32.76E-6,1.000
166.0E3,32.01E-6,1.000
169.8E3,31.28E-6,1.000
173.8E3,30.56E-6,1.000
177.8E3,29.86E-6,1.000
182.0E3,29.17E-6,1.000
186.2E3,28.50E-6,1.000
190.5E3,27.84E-6,1.000
195.0E3,27.20E-6,1.000
199.5E3,26.57E-6,1.000
204.2E3,25.96E-6,1.000
208.9E3,25.36E-6,1.000
213.8E3,24.78E-6,1.000
218.8E3,24.20E-6,1.000
223.9E3,23.65E-6,1.000
229.1E3,23.10E-6,1.000
234.4E3,22.56E-6,1.000
239.9E3,22.04E-6,1.000
245.5E3,21.53E-6,1.000
251.2E3,21.03E-6,1.000
257.0E3,20.54E-6,1.000
263.0E3,20.07E-6,1.000
269.2E3,19.60E-6,1.000
275.4E3,19.14E-6,1.000
281.8E3,18.70E-6,1.000
288.4E3,18.26E-6,1.000
295.1E3,17.84E-6,1.000
302.0E3,17.42E-6,1.000
309.0E3,17.01E-6,1.000
316.2E3,16.62E-6,1.000
323.6E3,16.23E-6,1.000
331.1E3,15.85E-6,1.000
338.8E3,15.48E-6,1.000
346.7E3,15.11E-6,1.000
354.8E3,14.76E-6,1.000
363.1E3,14.41E-6,1.000
371.5E3,14.07E-6,1.000
380.2E3,13.74E-6,1.000
389.0E3,13.41E-6,1.000
398.1E3,13.10E-6,1.000
407.4E3,12.79E-6,1.000
416.9E3,12.48E-6,1.000
426.6E3,12.19E-6,1.000
436.5E3,11.90E-6,1.000
446.7E3,11.62E-6,1.000
457.1E3,11.34E-6,1.000
467.7E3,11.07E-6,1.000
478.6E3,10.81E-6,1.000
489.8E3,10.55E-6,1.000
501.2E3,10.30E-6,1.000
512.9E3,10.05E-6,1.000
524.8E3,9.809E-6,1.000
537.0E3,9.574E-6,1.000
549.5E3,9.344E-6,1.000
562.3E3,9.120E-6,1.000
575.4E3,8.901E-6,1.000
588.8E3,8.687E-6,1.000
602.6E3,8.478E-6,1.000
616.6E3,8.274E-6,1.000
631.0E3,8.075E-6,1.000
645.7E3,7.880E-6,1.000
660.7E3,7.691E-6,1.000
676.1E3,7.506E-6,1.000
691.8E3,7.325E-6,1.000
707.9E3,7.149E-6,1.000
724.4E3,6.977E-6,1.000
741.3E3,6.809E-6,1.000
758.6E3,6.646E-6,1.000
776.2E3,6.487E-6,1.000
794.3E3,6.331E-6,1.000
812.8E3,6.180E-6,1.000
831.8E3,6.033E-6,1.000
851.1E3,5.889E-6,1.000
871.0E3,5.749E-6,1.000
891.3E3,5.613E-6,1.000
912.0E3,5.481E-6,1.000
933.3E3,5.352E-6,1.000
955.0E3,5.227E-6,1.000
977.2E3,5.105E-6,1.000
1.000E6,4.986E-6,1.000
1.023E6,4.871E-6,1.000
1.047E6,4.759E-6,1.000
1.072E6,4.651E-6,1.000
1.096E6,4.545E-6,1.000
1.122E6,4.443E-6,1.000
1.148E6,4.343E-6,1.000
1.175E6,4.247E-6,1.000
1.202E6,4.154E-6,1.000
1.230E6,4.063E-6,1.000
1.259E6,3.975E-6,1.000
1.288E6,3.890E-6,1.000
1.318E6,3.808E-6,1.000
1.349E6,3.728E-6,1.000
1.380E6,3.651E-6,1.000
1.413E6,3.576E-6,1.000
1.445E6,3.504E-6,1.000
1.479E6,3.434E-6,1.000
1.514E6,3.366E-6,1.000
1.549E6,3.301E-6,1.000
1.585E6,3.238E-6,1.000
1.622E6,3.177E-6,1.000
1.660E6,3.118E-6,1.000
1.698E6,3.062E-6,1.000
1.738E6,3.007E-6,1.000
1.778E6,2.954E-6,1.000
1.820E6,2.903E-6,1.000
1.862E6,2.854E-6,1.000
1.905E6,2.807E-6,1.000
1.950E6,2.762E-6,1.000
1.995E6,2.718E-6,1.000
2.042E6,2.676E-6,1.000
2.089E6,2.635E-6,1.000
2.138E6,2.596E-6,1.000
2.188E6,2.559E-6,1.000
2.239E6,2.522E-6,1.000
2.291E6,2.488E-6,1.000
2.344E6,2.454E-6,1.000
2.399E6,2.422E-6,1.000
2.455E6,2.391E-6,1.000
2.512E6,2.362E-6,1.000
2.570E6,2.333E-6,1.000
2.630E6,2.306E-6,1.000
2.692E6,2.280E-6,1.000
2.754E6,2.255E-6,1.000
2.818E6,2.231E-6,1.000
2.884E6,2.207E-6,1.000
2.951E6,2.185E-6,1.000
3.020E6,2.164E-6,1.000
3.090E6,2.144E-6,1.000
3.162E6,2.124E-6,1.000
3.236E6,2.105E-6,1.000
3.311E6,2.087E-6,1.000
3.388E6,2.070E-6,1.000
3.467E6,2.053E-6,1.000
3.548E6,2.038E-6,1.000
3.631E6,2.022E-6,1.000
3.715E6,2.008E-6,1.000
3.802E6,1.994E-6,1.000
3.890E6,1.981E-6,1.000
3.981E6,1.968E-6,1.000
4.074E6,1.956E-6,1.000
4.169E6,1.944E-6,1.000
4.266E6,1.933E-6,1.000
4.365E6,1.922E-6,1.000
4.467E6,1.912E-6,1.000
4.571E6,1.902E-6,1.000
4.677E6,1.893E-6,1.000
4.786E6,1.884E-6,1.000
4.898E6,1.875E-6,1.000
5.012E6,1.867E-6,1.000
5.129E6,1.859E-6,1.000
5.248E6,1.851E-6,1.000
5.370E6,1.844E-6,1.000
5.495E6,1.837E-6,1.000
5.623E6,1.831E-6,1.000
5.754E6,1.824E-6,1.000
5.888E6,1.818E-6,1.000
6.026E6,1.813E-6,1.000
6.166E6,1.807E-6,1.000
6.310E6,1.802E-6,1.000
6.457E6,1.797E-6,1.000
6.607E6,1.792E-6,1.000
6.761E6,1.787E-6,1.000
6.918E6,1.783E-6,1.000
7.079E6,1.779E-6,1.000
7.244E6,1.775E-6,1.000
7.413E6,1.771E-6,1.000
7.586E6,1.767E-6,1.000
7.762E6,1.764E-6,1.000
7.943E6,1.760E-6,1.000
8.128E6,1.757E-6,1.000
8.318E6,1.754E-6,1.000
8.511E6,1.751E-6,1.000
8.710E6,1.748E-6,1.000
8.913E6,1.746E-6,1.000
9.120E6,1.743E-6,1.000
9.333E6,1.741E-6,1.000
9.550E6,1.738E-6,1.000
9.772E6,1.736E-6,1.000
10.00E6,1.734E-6,1.000
10.23E6,1.732E-6,1.000
10.47E6,1.730E-6,1.000
10.72E6,1.728E-6,1.000
10.96E6,1.726E-6,1.000
11.22E6,1.725E-6,1.000
11.48E6,1.723E-6,1.000
11.75E6,1.721E-6,1.000
12.02E6,1.720E-6,1.000
12.30E6,1.718E-6,1.000
12.59E6,1.717E-6,1.000
12.88E6,1.716E-6,1.000
13.18E6,1.714E-6,1.000
13.49E6,1.713E-6,1.000
13.80E6,1.712E-6,1.000
14.13E6,1.711E-6,1.000
14.45E6,1.710E-6,1.000
14.79E6,1.709E-6,1.000
15.14E6,1.708E-6,1.000
15.49E6,1.707E-6,1.000
15.85E6,1.706E-6,1.000
16.22E6,1.705E-6,1.000
16.60E6,1.704E-6,1.000
16.98E6,1.703E-6,1.000
17.38E6,1.703E-6,1.000
17.78E6,1.702E-6,1.000
18.20E6,1.701E-6,1.000
18.62E6,1.700E-6,1.000
19.05E6,1.700E-6,1.000
19.50E6,1.699E-6,1.000
19.95E6,1.698E-6,1.000
20.42E6,1.698E-6,1.000
20.89E6,1.697E-6,1.000
21.38E6,1.697E-6,1.000
21.88E6,1.696E-6,1.000
22.39E6,1.695E-6,1.000
22.91E6,1.695E-6,1.000
23.44E6,1.694E-6,1.000
23.99E6,1.694E-6,1.000
24.55E6,1.693E-6,1.000
25.12E6,1.693E-6,1.000
25.70E6,1.692E-6,1.000
26.30E6,1.692E-6,1.000
26.92E6,1.691E-6,1.000
27.54E6,1.691E-6,1.000
28.18E6,1.690E-6,1.000
28.84E6,1.690E-6,1.000
29.51E6,1.689E-6,1.000
30.20E6,1.689E-6,1.000
30.90E6,1.688E-6,1.000
31.62E6,1.688E-6,1.000
32.36E6,1.687E-6,1.000
33.11E6,1.687E-6,1.000
33.88E6,1.686E-6,1.000
34.67E6,1.686E-6,1.000
35.48E6,1.685E-6,1.000
36.31E6,1.685E-6,1.000
37.15E6,1.684E-6,1.000
38.02E6,1.684E-6,1.000
38.90E6,1.683E-6,1.000
39.81E6,1.683E-6,1.000
40.74E6,1.682E-6,1.000
41.69E6,1.682E-6,1.000
42.66E6,1.681E-6,1.000
43.65E6,1.680E-6,1.000
44.67E6,1.680E-6,1.000
45.71E6,1.679E-6,1.000
46.77E6,1.678E-6,1.000
47.86E6,1.678E-6,1.000
48.98E6,1.677E-6,1.000
50.12E6,1.676E-6,1.000
51.29E6,1.675E-6,1.000
52.48E6,1.675E-6,1.000
53.70E6,1.674E-6,1.000
54.95E6,1.673E-6,1.000
56.23E6,1.672E-6,1.000
57.54E6,1.671E-6,1.000
58.88E6,1.670E-6,1.000
60.26E6,1.669E-6,1.000
61.66E6,1.668E-6,1.000
63.10E6,1.667E-6,1.000
64.57E6,1.666E-6,1.000
66.07E6,1.665E-6,1.000
67.61E6,1.663E-6,1.000
69.18E6,1.662E-6,1.000
70.79E6,1.661E-6,1.000
72.44E6,1.659E-6,1.000
74.13E6,1.658E-6,1.000
75.86E6,1.656E-6,1.000
77.62E6,1.655E-6,1.000
79.43E6,1.653E-6,1.000
81.28E6,1.651E-6,1.000
83.18E6,1.650E-6,1.000
85.11E6,1.648E-6,1.000
87.10E6,1.646E-6,1.000
89.13E6,1.644E-6,1.000
91.20E6,1.642E-6,1.000
93.33E6,1.639E-6,1.000
95.50E6,1.637E-6,1.000
97.72E6,1.635E-6,1.000
100.0E6,1.632E-6,1.000
102.3E6,1.630E-6,1.000
104.7E6,1.627E-6,1.000
107.2E6,1.624E-6,1.000
109.6E6,1.621E-6,1.000
112.2E6,1.618E-6,1.000
114.8E6,1.615E-6,1.000
117.5E6,1.612E-6,1.000
120.2E6,1.608E-6,1.000
123.0E6,1.605E-6,1.000
125.9E6,1.601E-6,1.000
128.8E6,1.597E-6,1.000
131.8E6,1.593E-6,1.000
134.9E6,1.589E-6,1.000
138.0E6,1.585E-6,1.000
141.3E6,1.580E-6,1.000
144.5E6,1.576E-6,1.000
147.9E6,1.571E-6,1.000
151.4E6,1.566E-6,1.000
154.9E6,1.561E-6,1.000
158.5E6,1.555E-6,1.000
162.2E6,1.550E-6,1.000
166.0E6,1.544E-6,1.000
169.8E6,1.538E-6,1.000
173.8E6,1.532E-6,1.000
177.8E6,1.525E-6,1.000
182.0E6,1.519E-6,1.000
186.2E6,1.512E-6,1.000
190.5E6,1.505E-6,1.000
195.0E6,1.498E-6,1.000
199.5E6,1.490E-6,1.000
204.2E6,1.482E-6,1.000
208.9E6,1.474E-6,1.000
213.8E6,1.466E-6,1.000
218.8E6,1.458E-6,1.000
223.9E6,1.449E-6,1.000
229.1E6,1.440E-6,1.000
234.4E6,1.431E-6,1.000
239.9E6,1.422E-6,1.000
245.5E6,1.412E-6,1.000
251.2E6,1.402E-6,1.000
257.0E6,1.392E-6,1.000
263.0E6,1.381E-6,1.000
269.2E6,1.371E-6,1.000
275.4E6,1.360E-6,1.000
281.8E6,1.349E-6,1.000
288.4E6,1.337E-6,1.000
295.1E6,1.326E-6,1.000
302.0E6,1.314E-6,1.000
309.0E6,1.302E-6,1.000
316.2E6,1.289E-6,1.000
323.6E6,1.277E-6,1.000
331.1E6,1.264E-6,1.000
338.8E6,1.251E-6,1.000
346.7E6,1.238E-6,1.000
354.8E6,1.225E-6,1.000
363.1E6,1.212E-6,1.000
371.5E6,1.198E-6,1.000
380.2E6,1.184E-6,1.000
389.0E6,1.170E-6,1.000
398.1E6,1.156E-6,1.000
407.4E6,1.142E-6,1.000
416.9E6,1.128E-6,1.000
426.6E6,1.113E-6,1.000
436.5E6,1.099E-6,1.000
446.7E6,1.084E-6,1.000
457.1E6,1.069E-6,1.000
467.7E6,1.055E-6,1.000
478.6E6,1.040E-6,1.000
489.8E6,1.025E-6,1.000
501.2E6,1.010E-6,1.000
512.9E6,995.2E-9,1.000
524.8E6,980.2E-9,1.000
537.0E6,965.3E-9,1.000
549.5E6,950.4E-9,1.000
562.3E6,935.5E-9,1.000
575.4E6,920.6E-9,1.000
588.8E6,905.7E-9,1.000
602.6E6,891.0E-9,1.000
616.6E6,876.2E-9,1.000
631.0E6,861.6E-9,1.000
645.7E6,847.0E-9,1.000
660.7E6,832.5E-9,1.000
676.1E6,818.1E-9,1.000
691.8E6,803.7E-9,1.000
707.9E6,789.5E-9,1.000
724.4E6,775.5E-9,1.000
741.3E6,761.5E-9,1.000
758.6E6,747.7E-9,1.000
776.2E6,733.9E-9,1.000
794.3E6,720.4E-9,1.000
812.8E6,707.0E-9,1.000
831.8E6,693.7E-9,1.000
851.1E6,680.6E-9,1.000
871.0E6,667.6E-9,1.000
891.3E6,654.8E-9,1.000
912.0E6,642.2E-9,1.000
933.3E6,629.7E-9,1.000
955.0E6,617.4E-9,1.000
977.2E6,605.2E-9,1.000
1.000E9,593.3E-9,1.000
1.023E9,581.5E-9,1.000
1.047E9,569.9E-9,1.000
1.072E9,558.5E-9,1.000
1.096E9,547.2E-9,1.000
1.122E9,536.2E-9,1.000
1.148E9,525.3E-9,1.000
1.175E9,514.6E-9,1.000
1.202E9,504.0E-9,1.000
1.230E9,493.7E-9,1.000
1.259E9,483.5E-9,1.000
1.288E9,473.5E-9,1.000
1.318E9,463.7E-9,1.000
1.349E9,454.1E-9,1.000
1.380E9,444.6E-9,1.000
1.413E9,435.3E-9,1.000
1.445E9,426.2E-9,1.000
1.479E9,417.3E-9,1.000
1.514E9,408.5E-9,1.000
1.549E9,399.9E-9,1.000
1.585E9,391.5E-9,1.000
1.622E9,383.2E-9,1.000
1.660E9,375.1E-9,1.000
1.698E9,367.2E-9,1.000
1.738E9,359.4E-9,1.000
1.778E9,351.8E-9,1.000
1.820E9,344.4E-9,1.000
1.862E9,337.1E-9,1.000
1.905E9,329.9E-9,1.000
1.950E9,322.9E-9,1.000
1.995E9,316.0E-9,1.000
2.042E9,309.3E-9,1.000
2.089E9,302.8E-9,1.000
2.138E9,296.3E-9,1.000
2.188E9,290.1E-9,1.000
2.239E9,283.9E-9,1.000
2.291E9,277.9E-9,1.000
2.344E9,272.0E-9,1.000
2.399E9,266.3E-9,1.000
2.455E9,260.6E-9,1.000
2.512E9,255.1E-9,1.000
2.570E9,249.8E-9,1.000
2.630E9,244.5E-9,1.000
2.692E9,239.4E-9,1.000
2.754E9,234.4E-9,1.000
2.818E9,229.5E-9,1.000
2.884E9,224.7E-9,1.000
2.951E9,220.0E-9,1.000
3.020E9,215.4E-9,1.000
3.090E9,211.0E-9,1.000
3.162E9,206.6E-9,1.000
3.236E9,202.4E-9,1.000
3.311E9,198.2E-9,1.000
3.388E9,194.2E-9,1.000
3.467E9,190.2E-9,1.000
3.548E9,186.3E-9,1.000
3.631E9,182.6E-9,1.000
3.715E9,178.9E-9,1.000
3.802E9,175.3E-9,1.000
3.890E9,171.8E-9,1.000
3.981E9,168.4E-9,1.000
4.074E9,165.1E-9,1.000
4.169E9,161.9E-9,1.000
4.266E9,158.7E-9,1.000
4.365E9,155.6E-9,1.000
4.467E9,152.6E-9,1.000
4.571E9,149.7E-9,1.000
4.677E9,146.9E-9,1.000
4.786E9,144.1E-9,1.000
4.898E9,141.4E-9,1.000
5.012E9,138.8E-9,1.000
5.129E9,136.2E-9,1.000
5.248E9,133.7E-9,1.000
5.370E9,131.3E-9,1.000
5.495E9,128.9E-9,1.000
5.623E9,126.6E-9,1.000
5.754E9,124.4E-9,1.000
5.888E9,122.2E-9,1.000
6.026E9,120.1E-9,1.000
6.166E9,118.1E-9,1.000
6.310E9,116.1E-9,1.000
6.457E9,114.1E-9,1.000
6.607E9,112.3E-9,1.000
6.761E9,110.4E-9,1.000
6.918E9,108.7E-9,1.000
7.079E9,106.9E-9,1.000
7.244E9,105.3E-9,1.000
7.413E9,103.6E-9,1.000
7.586E9,102.1E-9,1.000
7.762E9,100.5E-9,1.000
7.943E9,99.07E-9,1.000
8.128E9,97.63E-9,1.000
8.318E9,96.24E-9,1.000
8.511E9,94.90E-9,1.000
8.710E9,93.59E-9,1.000
8.913E9,92.33E-9,1.000
9.120E9,91.11E-9,1.000
9.333E9,89.93E-9,1.000
9.550E9,88.78E-9,1.000
9.772E9,87.67E-9,1.000
10.00E9,86.60E-9,1.000
