freq,v_out1,v_out2,v_out3,v_in
537.0,4.651E-3,2.290E-3,968.6E-6,1.000
549.5,4.545E-3,2.237E-3,946.6E-6,1.000
562.3,4.442E-3,2.187E-3,925.0E-6,1.000
575.4,4.341E-3,2.137E-3,904.0E-6,1.000
588.8,4.242E-3,2.088E-3,883.4E-6,1.000
602.6,4.146E-3,2.041E-3,863.3E-6,1.000
616.6,4.051E-3,1.994E-3,843.6E-6,1.000
631.0,3.959E-3,1.949E-3,824.4E-6,1.000
645.7,3.869E-3,1.904E-3,805.7E-6,1.000
660.7,3.781E-3,1.861E-3,787.3E-6,1.000
676.1,3.695E-3,1.819E-3,769.4E-6,1.000
691.8,3.611E-3,1.777E-3,751.9E-6,1.000
707.9,3.528E-3,1.737E-3,734.8E-6,1.000
724.4,3.448E-3,1.697E-3,718.1E-6,1.000
741.3,3.370E-3,1.659E-3,701.7E-6,1.000
758.6,3.293E-3,1.621E-3,685.7E-6,1.000
776.2,3.218E-3,1.584E-3,670.1E-6,1.000
794.3,3.145E-3,1.548E-3,654.9E-6,1.000
812.8,3.073E-3,1.513E-3,640.0E-6,1.000
831.8,3.003E-3,1.478E-3,625.4E-6,1.000
851.1,2.935E-3,1.445E-3,611.2E-6,1.000
871.0,2.868E-3,1.412E-3,597.3E-6,1.000
891.3,2.803E-3,1.380E-3,583.7E-6,1.000
912.0,2.739E-3,1.348E-3,570.4E-6,1.000
933.3,2.677E-3,1.318E-3,557.4E-6,1.000
955.0,2.616E-3,1.288E-3,544.7E-6,1.000
977.2,2.556E-3,1.258E-3,532.3E-6,1.000
1.000E3,2.498E-3,1.230E-3,520.2E-6,1.000
1.023E3,2.441E-3,1.202E-3,508.3E-6,1.000
1.047E3,2.386E-3,1.174E-3,496.8E-6,1.000
1.072E3,2.331E-3,1.148E-3,485.5E-6,1.000
1.096E3,2.278E-3,1.121E-3,474.4E-6,1.000
1.122E3,2.226E-3,1.096E-3,463.6E-6,1.000
1.148E3,2.176E-3,1.071E-3,453.1E-6,1.000
1.175E3,2.126E-3,1.047E-3,442.7E-6,1.000
1.202E3,2.078E-3,1.023E-3,432.7E-6,1.000
1.230E3,2.030E-3,999.4E-6,422.8E-6,1.000
1.259E3,1.984E-3,976.7E-6,413.2E-6,1.000
1.288E3,1.939E-3,954.5E-6,403.8E-6,1.000
1.318E3,1.895E-3,932.7E-6,394.6E-6,1.000
1.349E3,1.852E-3,911.5E-6,385.6E-6,1.000
1.380E3,1.810E-3,890.7E-6,376.8E-6,1.000
1.413E3,1.768E-3,870.5E-6,368.3E-6,1.000
1.445E3,1.728E-3,850.7E-6,359.9E-6,1.000
1.479E3,1.689E-3,831.3E-6,351.7E-6,1.000
1.514E3,1.650E-3,812.4E-6,343.7E-6,1.000
1.549E3,1.613E-3,793.9E-6,335.9E-6,1.000
1.585E3,1.576E-3,775.8E-6,328.2E-6,1.000
1.622E3,1.540E-3,758.1E-6,320.7E-6,1.000
1.660E3,1.505E-3,740.9E-6,313.4E-6,1.000
1.698E3,1.471E-3,724.0E-6,306.3E-6,1.000
1.738E3,1.437E-3,707.5E-6,299.3E-6,1.000
1.778E3,1.405E-3,691.4E-6,292.5E-6,1.000
1.820E3,1.373E-3,675.7E-6,285.9E-6,1.000
1.862E3,1.341E-3,660.3E-6,279.4E-6,1.000
1.905E3,1.311E-3,645.3E-6,273.0E-6,1.000
1.950E3,1.281E-3,630.6E-6,266.8E-6,1.000
1.995E3,1.252E-3,616.2E-6,260.7E-6,1.000
2.042E3,1.223E-3,602.2E-6,254.8E-6,1.000
2.089E3,1.196E-3,588.5E-6,249.0E-6,1.000
2.138E3,1.168E-3,575.1E-6,243.3E-6,1.000
2.188E3,1.142E-3,562.0E-6,237.8E-6,1.000
2.239E3,1.116E-3,549.2E-6,232.4E-6,1.000
2.291E3,1.090E-3,536.7E-6,227.1E-6,1.000
2.344E3,1.066E-3,524.5E-6,221.9E-6,1.000
2.399E3,1.041E-3,512.6E-6,216.9E-6,1.000
2.455E3,1.018E-3,500.9E-6,211.9E-6,1.000
2.512E3,994.5E-6,489.5E-6,207.1E-6,1.000
2.570E3,971.8E-6,478.4E-6,202.4E-6,1.000
2.630E3,949.7E-6,467.5E-6,197.8E-6,1.000
2.692E3,928.1E-6,456.8E-6,193.3E-6,1.000
2.754E3,907.0E-6,446.4E-6,188.9E-6,1.000
2.818E3,886.3E-6,436.3E-6,184.6E-6,1.000
2.884E3,866.1E-6,426.3E-6,180.4E-6,1.000
2.951E3,846.4E-6,416.6E-6,176.3E-6,1.000
3.020E3,827.2E-6,407.2E-6,172.3E-6,1.000
3.090E3,808.3E-6,397.9E-6,168.3E-6,1.000
3.162E3,789.9E-6,388.8E-6,164.5E-6,1.000
3.236E3,771.9E-6,380.0E-6,160.8E-6,1.000
3.311E3,754.4E-6,371.3E-6,157.1E-6,1.000
3.388E3,737.2E-6,362.9E-6,153.5E-6,1.000
3.467E3,720.4E-6,354.6E-6,150.0E-6,1.000
3.548E3,704.0E-6,346.5E-6,146.6E-6,1.000
3.631E3,688.0E-6,338.7E-6,143.3E-6,1.000
3.715E3,672.3E-6,330.9E-6,140.0E-6,1.000
3.802E3,657.0E-6,323.4E-6,136.8E-6,1.000
3.890E3,642.1E-6,316.0E-6,133.7E-6,1.000
3.981E3,627.5E-6,308.9E-6,130.7E-6,1.000
4.074E3,613.2E-6,301.8E-6,127.7E-6,1.000
4.169E3,599.2E-6,295.0E-6,124.8E-6,1.000
4.266E3,585.6E-6,288.2E-6,121.9E-6,1.000
4.365E3,572.2E-6,281.7E-6,119.2E-6,1.000
4.467E3,559.2E-6,275.3E-6,116.5E-6,1.000
4.571E3,546.5E-6,269.0E-6,113.8E-6,1.000
4.677E3,534.1E-6,262.9E-6,111.2E-6,1.000
4.786E3,521.9E-6,256.9E-6,108.7E-6,1.000
4.898E3,510.0E-6,251.0E-6,106.2E-6,1.000
5.012E3,498.4E-6,245.3E-6,103.8E-6,1.000
5.129E3,487.1E-6,239.7E-6,101.4E-6,1.000
5.248E3,476.0E-6,234.3E-6,99.12E-6,1.000
5.370E3,465.1E-6,229.0E-6,96.87E-6,1.000
5.495E3,454.6E-6,223.7E-6,94.66E-6,1.000
5.623E3,444.2E-6,218.7E-6,92.51E-6,1.000
5.754E3,434.1E-6,213.7E-6,90.40E-6,1.000
5.888E3,424.2E-6,208.8E-6,88.34E-6,1.000
6.026E3,414.6E-6,204.1E-6,86.33E-6,1.000
6.166E3,405.1E-6,199.4E-6,84.37E-6,1.000
6.310E3,395.9E-6,194.9E-6,82.45E-6,1.000
6.457E3,386.9E-6,190.4E-6,80.57E-6,1.000
6.607E3,378.1E-6,186.1E-6,78.74E-6,1.000
6.761E3,369.5E-6,181.9E-6,76.95E-6,1.000
6.918E3,361.1E-6,177.7E-6,75.19E-6,1.000
7.079E3,352.8E-6,173.7E-6,73.48E-6,1.000
7.244E3,344.8E-6,169.7E-6,71.81E-6,1.000
7.413E3,337.0E-6,165.9E-6,70.18E-6,1.000
7.586E3,329.3E-6,162.1E-6,68.58E-6,1.000
7.762E3,321.8E-6,158.4E-6,67.02E-6,1.000
7.943E3,314.5E-6,154.8E-6,65.49E-6,1.000
8.128E3,307.3E-6,151.3E-6,64.00E-6,1.000
8.318E3,300.3E-6,147.8E-6,62.55E-6,1.000
8.511E3,293.5E-6,144.5E-6,61.12E-6,1.000
8.710E3,286.8E-6,141.2E-6,59.73E-6,1.000
8.913E3,280.3E-6,138.0E-6,58.37E-6,1.000
9.120E3,273.9E-6,134.8E-6,57.04E-6,1.000
9.333E3,267.7E-6,131.8E-6,55.74E-6,1.000
9.550E3,261.6E-6,128.8E-6,54.48E-6,1.000
9.772E3,255.6E-6,125.8E-6,53.24E-6,1.000
10.00E3,249.8E-6,123.0E-6,52.02E-6,1.000
10.23E3,244.1E-6,120.2E-6,50.84E-6,1.000
10.47E3,238.5E-6,117.4E-6,49.68E-6,1.000
10.72E3,233.1E-6,114.8E-6,48.55E-6,1.000
10.96E3,227.8E-6,112.1E-6,47.45E-6,1.000
11.22E3,222.6E-6,109.6E-6,46.37E-6,1.000
11.48E3,217.6E-6,107.1E-6,45.31E-6,1.000
11.75E3,212.6E-6,104.7E-6,44.28E-6,1.000
12.02E3,207.8E-6,102.3E-6,43.27E-6,1.000
12.30E3,203.0E-6,99.95E-6,42.29E-6,1.000
12.59E3,198.4E-6,97.67E-6,41.33E-6,1.000
12.88E3,193.9E-6,95.45E-6,40.39E-6,1.000
13.18E3,189.5E-6,93.28E-6,39.47E-6,1.000
13.49E3,185.2E-6,91.15E-6,38.57E-6,1.000
13.80E3,181.0E-6,89.08E-6,37.69E-6,1.000
14.13E3,176.8E-6,87.05E-6,36.84E-6,1.000
14.45E3,172.8E-6,85.07E-6,36.00E-6,1.000
14.79E3,168.9E-6,83.13E-6,35.18E-6,1.000
15.14E3,165.0E-6,81.24E-6,34.38E-6,1.000
15.49E3,161.3E-6,79.39E-6,33.60E-6,1.000
15.85E3,157.6E-6,77.59E-6,32.83E-6,1.000
16.22E3,154.0E-6,75.82E-6,32.08E-6,1.000
16.60E3,150.5E-6,74.09E-6,31.35E-6,1.000
16.98E3,147.1E-6,72.41E-6,30.64E-6,1.000
17.38E3,143.7E-6,70.76E-6,29.94E-6,1.000
17.78E3,140.5E-6,69.15E-6,29.26E-6,1.000
18.20E3,137.3E-6,67.58E-6,28.60E-6,1.000
18.62E3,134.1E-6,66.04E-6,27.95E-6,1.000
19.05E3,131.1E-6,64.53E-6,27.31E-6,1.000
19.50E3,128.1E-6,63.07E-6,26.69E-6,1.000
19.95E3,125.2E-6,61.63E-6,26.08E-6,1.000
20.42E3,122.3E-6,60.23E-6,25.49E-6,1.000
20.89E3,119.6E-6,58.86E-6,24.91E-6,1.000
21.38E3,116.8E-6,57.52E-6,24.34E-6,1.000
21.88E3,114.2E-6,56.21E-6,23.79E-6,1.000
22.39E3,111.6E-6,54.93E-6,23.25E-6,1.000
22.91E3,109.0E-6,53.68E-6,22.72E-6,1.000
23.44E3,106.6E-6,52.46E-6,22.20E-6,1.000
23.99E3,104.1E-6,51.26E-6,21.70E-6,1.000
24.55E3,101.8E-6,50.10E-6,21.21E-6,1.000
25.12E3,99.44E-6,48.96E-6,20.72E-6,1.000
25.70E3,97.17E-6,47.84E-6,20.25E-6,1.000
26.30E3,94.96E-6,46.75E-6,19.79E-6,1.000
26.92E3,92.80E-6,45.69E-6,19.34E-6,1.000
27.54E3,90.69E-6,44.65E-6,18.90E-6,1.000
28.18E3,88.62E-6,43.63E-6,18.47E-6,1.000
28.84E3,86.60E-6,42.64E-6,18.05E-6,1.000
29.51E3,84.63E-6,41.67E-6,17.64E-6,1.000
30.20E3,82.71E-6,40.72E-6,17.24E-6,1.000
30.90E3,80.82E-6,39.80E-6,16.85E-6,1.000
31.62E3,78.98E-6,38.89E-6,16.47E-6,1.000
32.36E3,77.18E-6,38.01E-6,16.10E-6,1.000
33.11E3,75.43E-6,37.14E-6,15.73E-6,1.000
33.88E3,73.71E-6,36.30E-6,15.37E-6,1.000
34.67E3,72.03E-6,35.47E-6,15.02E-6,1.000
35.48E3,70.39E-6,34.66E-6,14.68E-6,1.000
36.31E3,68.79E-6,33.88E-6,14.35E-6,1.000
37.15E3,67.22E-6,33.11E-6,14.02E-6,1.000
38.02E3,65.69E-6,32.35E-6,13.71E-6,1.000
38.90E3,64.20E-6,31.62E-6,13.40E-6,1.000
39.81E3,62.73E-6,30.90E-6,13.09E-6,1.000
40.74E3,61.30E-6,30.19E-6,12.79E-6,1.000
41.69E3,59.91E-6,29.51E-6,12.50E-6,1.000
42.66E3,58.54E-6,28.84E-6,12.22E-6,1.000
43.65E3,57.21E-6,28.18E-6,11.94E-6,1.000
44.67E3,55.91E-6,27.54E-6,11.67E-6,1.000
45.71E3,54.63E-6,26.91E-6,11.41E-6,1.000
46.77E3,53.39E-6,26.30E-6,11.15E-6,1.000
47.86E3,52.17E-6,25.70E-6,10.90E-6,1.000
48.98E3,50.99E-6,25.12E-6,10.65E-6,1.000
50.12E3,49.82E-6,24.55E-6,10.41E-6,1.000
51.29E3,48.69E-6,23.99E-6,10.17E-6,1.000
52.48E3,47.58E-6,23.44E-6,9.945E-6,1.000
53.70E3,46.50E-6,22.91E-6,9.720E-6,1.000
54.95E3,45.44E-6,22.39E-6,9.500E-6,1.000
56.23E3,44.40E-6,21.88E-6,9.286E-6,1.000
57.54E3,43.39E-6,21.38E-6,9.076E-6,1.000
58.88E3,42.40E-6,20.90E-6,8.871E-6,1.000
60.26E3,41.44E-6,20.42E-6,8.671E-6,1.000
61.66E3,40.49E-6,19.96E-6,8.475E-6,1.000
63.10E3,39.57E-6,19.51E-6,8.284E-6,1.000
64.57E3,38.67E-6,19.06E-6,8.097E-6,1.000
66.07E3,37.79E-6,18.63E-6,7.915E-6,1.000
67.61E3,36.93E-6,18.21E-6,7.737E-6,1.000
69.18E3,36.08E-6,17.79E-6,7.562E-6,1.000
70.79E3,35.26E-6,17.39E-6,7.392E-6,1.000
72.44E3,34.46E-6,16.99E-6,7.226E-6,1.000
74.13E3,33.67E-6,16.61E-6,7.064E-6,1.000
75.86E3,32.91E-6,16.23E-6,6.905E-6,1.000
77.62E3,32.16E-6,15.86E-6,6.750E-6,1.000
79.43E3,31.42E-6,15.50E-6,6.599E-6,1.000
81.28E3,30.71E-6,15.15E-6,6.451E-6,1.000
83.18E3,30.01E-6,14.81E-6,6.306E-6,1.000
85.11E3,29.32E-6,14.47E-6,6.165E-6,1.000
87.10E3,28.65E-6,14.14E-6,6.027E-6,1.000
89.13E3,28.00E-6,13.82E-6,5.892E-6,1.000
91.20E3,27.36E-6,13.51E-6,5.761E-6,1.000
93.33E3,26.74E-6,13.20E-6,5.632E-6,1.000
95.50E3,26.13E-6,12.90E-6,5.507E-6,1.000
97.72E3,25.53E-6,12.61E-6,5.384E-6,1.000
100.0E3,24.95E-6,12.32E-6,5.264E-6,1.000
102.3E3,24.38E-6,12.05E-6,5.147E-6,1.000
104.7E3,23.82E-6,11.77E-6,5.033E-6,1.000
107.2E3,23.28E-6,11.51E-6,4.922E-6,1.000
109.6E3,22.75E-6,11.25E-6,4.813E-6,1.000
112.2E3,22.23E-6,10.99E-6,4.706E-6,1.000
114.8E3,21.72E-6,10.74E-6,4.602E-6,1.000
117.5E3,21.22E-6,10.50E-6,4.501E-6,1.000
120.2E3,20.74E-6,10.26E-6,4.402E-6,1.000
123.0E3,20.27E-6,10.03E-6,4.305E-6,1.000
125.9E3,19.80E-6,9.803E-6,4.211E-6,1.000
128.8E3,19.35E-6,9.581E-6,4.118E-6,1.000
131.8E3,18.91E-6,9.365E-6,4.028E-6,1.000
134.9E3,18.48E-6,9.154E-6,3.940E-6,1.000
138.0E3,18.05E-6,8.947E-6,3.855E-6,1.000
141.3E3,17.64E-6,8.745E-6,3.771E-6,1.000
144.5E3,17.24E-6,8.548E-6,3.689E-6,1.000
147.9E3,16.84E-6,8.355E-6,3.609E-6,1.000
151.4E3,16.46E-6,8.167E-6,3.531E-6,1.000
154.9E3,16.08E-6,7.983E-6,3.455E-6,1.000
158.5E3,15.71E-6,7.803E-6,3.381E-6,1.000
162.2E3,15.35E-6,7.628E-6,3.308E-6,1.000
166.0E3,15.00E-6,7.456E-6,3.238E-6,1.000
169.8E3,14.66E-6,7.289E-6,3.169E-6,1.000
173.8E3,14.32E-6,7.125E-6,3.101E-6,1.000
177.8E3,13.99E-6,6.965E-6,3.036E-6,1.000
182.0E3,13.67E-6,6.809E-6,2.972E-6,1.000
186.2E3,13.36E-6,6.657E-6,2.909E-6,1.000
190.5E3,13.05E-6,6.507E-6,2.848E-6,1.000
195.0E3,12.75E-6,6.362E-6,2.789E-6,1.000
199.5E3,12.46E-6,6.220E-6,2.731E-6,1.000
204.2E3,12.17E-6,6.081E-6,2.674E-6,1.000
208.9E3,11.89E-6,5.945E-6,2.619E-6,1.000
213.8E3,11.62E-6,5.812E-6,2.565E-6,1.000
218.8E3,11.35E-6,5.683E-6,2.513E-6,1.000
223.9E3,11.09E-6,5.556E-6,2.462E-6,1.000
229.1E3,10.84E-6,5.433E-6,2.412E-6,1.000
234.4E3,10.59E-6,5.312E-6,2.363E-6,1.000
239.9E3,10.34E-6,5.194E-6,2.316E-6,1.000
245.5E3,10.10E-6,5.079E-6,2.270E-6,1.000
251.2E3,9.871E-6,4.967E-6,2.225E-6,1.000
257.0E3,9.644E-6,4.857E-6,2.181E-6,1.000
263.0E3,9.421E-6,4.750E-6,2.139E-6,1.000
269.2E3,9.203E-6,4.645E-6,2.097E-6,1.000
275.4E3,8.991E-6,4.543E-6,2.057E-6,1.000
281.8E3,8.783E-6,4.444E-6,2.018E-6,1.000
288.4E3,8.580E-6,4.346E-6,1.979E-6,1.000
295.1E3,8.381E-6,4.251E-6,1.942E-6,1.000
302.0E3,8.187E-6,4.158E-6,1.906E-6,1.000
309.0E3,7.997E-6,4.067E-6,1.871E-6,1.000
316.2E3,7.812E-6,3.979E-6,1.836E-6,1.000
323.6E3,7.631E-6,3.893E-6,1.803E-6,1.000
331.1E3,7.453E-6,3.808E-6,1.771E-6,1.000
338.8E3,7.280E-6,3.726E-6,1.739E-6,1.000
346.7E3,7.111E-6,3.646E-6,1.709E-6,1.000
354.8E3,6.945E-6,3.567E-6,1.679E-6,1.000
363.1E3,6.784E-6,3.491E-6,1.650E-6,1.000
371.5E3,6.626E-6,3.416E-6,1.622E-6,1.000
380.2E3,6.471E-6,3.343E-6,1.595E-6,1.000
389.0E3,6.320E-6,3.272E-6,1.568E-6,1.000
398.1E3,6.173E-6,3.203E-6,1.543E-6,1.000
407.4E3,6.029E-6,3.135E-6,1.518E-6,1.000
416.9E3,5.888E-6,3.069E-6,1.494E-6,1.000
426.6E3,5.750E-6,3.005E-6,1.470E-6,1.000
436.5E3,5.616E-6,2.942E-6,1.448E-6,1.000
446.7E3,5.484E-6,2.881E-6,1.426E-6,1.000
457.1E3,5.356E-6,2.821E-6,1.405E-6,1.000
467.7E3,5.230E-6,2.763E-6,1.384E-6,1.000
478.6E3,5.108E-6,2.706E-6,1.364E-6,1.000
489.8E3,4.988E-6,2.651E-6,1.345E-6,1.000
501.2E3,4.871E-6,2.597E-6,1.326E-6,1.000
512.9E3,4.757E-6,2.544E-6,1.308E-6,1.000
524.8E3,4.645E-6,2.493E-6,1.291E-6,1.000
537.0E3,4.536E-6,2.443E-6,1.274E-6,1.000
549.5E3,4.430E-6,2.395E-6,1.258E-6,1.000
562.3E3,4.326E-6,2.347E-6,1.242E-6,1.000
575.4E3,4.224E-6,2.301E-6,1.227E-6,1.000
588.8E3,4.125E-6,2.256E-6,1.212E-6,1.000
602.6E3,4.029E-6,2.213E-6,1.198E-6,1.000
616.6E3,3.934E-6,2.170E-6,1.185E-6,1.000
631.0E3,3.842E-6,2.129E-6,1.172E-6,1.000
645.7E3,3.752E-6,2.088E-6,1.159E-6,1.000
660.7E3,3.664E-6,2.049E-6,1.147E-6,1.000
676.1E3,3.579E-6,2.011E-6,1.136E-6,1.000
691.8E3,3.495E-6,1.974E-6,1.124E-6,1.000
707.9E3,3.414E-6,1.938E-6,1.114E-6,1.000
724.4E3,3.335E-6,1.903E-6,1.103E-6,1.000
741.3E3,3.257E-6,1.869E-6,1.093E-6,1.000
758.6E3,3.182E-6,1.835E-6,1.084E-6,1.000
776.2E3,3.108E-6,1.803E-6,1.075E-6,1.000
794.3E3,3.037E-6,1.772E-6,1.066E-6,1.000
812.8E3,2.967E-6,1.742E-6,1.058E-6,1.000
831.8E3,2.899E-6,1.712E-6,1.050E-6,1.000
851.1E3,2.833E-6,1.683E-6,1.042E-6,1.000
871.0E3,2.769E-6,1.656E-6,1.035E-6,1.000
891.3E3,2.706E-6,1.629E-6,1.028E-6,1.000
912.0E3,2.645E-6,1.603E-6,1.021E-6,1.000
933.3E3,2.586E-6,1.577E-6,1.015E-6,1.000
955.0E3,2.528E-6,1.553E-6,1.008E-6,1.000
977.2E3,2.472E-6,1.529E-6,1.003E-6,1.000
1.000E6,2.418E-6,1.506E-6,997.1E-9,1.000
1.023E6,2.365E-6,1.483E-6,991.7E-9,1.000
1.047E6,2.313E-6,1.462E-6,986.7E-9,1.000
1.072E6,2.264E-6,1.441E-6,981.8E-9,1.000
1.096E6,2.215E-6,1.420E-6,977.3E-9,1.000
1.122E6,2.168E-6,1.401E-6,972.9E-9,1.000
1.148E6,2.123E-6,1.382E-6,968.7E-9,1.000
1.175E6,2.078E-6,1.363E-6,964.8E-9,1.000
1.202E6,2.035E-6,1.346E-6,961.0E-9,1.000
1.230E6,1.994E-6,1.328E-6,957.4E-9,1.000
1.259E6,1.954E-6,1.312E-6,954.0E-9,1.000
1.288E6,1.915E-6,1.296E-6,950.8E-9,1.000
1.318E6,1.877E-6,1.280E-6,947.7E-9,1.000
1.349E6,1.840E-6,1.265E-6,944.8E-9,1.000
1.380E6,1.805E-6,1.251E-6,942.0E-9,1.000
1.413E6,1.771E-6,1.237E-6,939.4E-9,1.000
1.445E6,1.738E-6,1.223E-6,936.9E-9,1.000
1.479E6,1.706E-6,1.211E-6,934.5E-9,1.000
1.514E6,1.675E-6,1.198E-6,932.3E-9,1.000
1.549E6,1.645E-6,1.186E-6,930.2E-9,1.000
1.585E6,1.616E-6,1.174E-6,928.2E-9,1.000
1.622E6,1.589E-6,1.163E-6,926.3E-9,1.000
1.660E6,1.562E-6,1.152E-6,924.5E-9,1.000
1.698E6,1.536E-6,1.142E-6,922.7E-9,1.000
1.738E6,1.511E-6,1.132E-6,921.1E-9,1.000
1.778E6,1.487E-6,1.123E-6,919.6E-9,1.000
1.820E6,1.464E-6,1.113E-6,918.1E-9,1.000
1.862E6,1.441E-6,1.104E-6,916.7E-9,1.000
1.905E6,1.420E-6,1.096E-6,915.4E-9,1.000
1.950E6,1.399E-6,1.088E-6,914.2E-9,1.000
1.995E6,1.379E-6,1.080E-6,913.0E-9,1.000
2.042E6,1.360E-6,1.072E-6,911.9E-9,1.000
2.089E6,1.341E-6,1.065E-6,910.9E-9,1.000
2.138E6,1.324E-6,1.058E-6,909.9E-9,1.000
2.188E6,1.307E-6,1.051E-6,908.9E-9,1.000
2.239E6,1.290E-6,1.045E-6,908.0E-9,1.000
2.291E6,1.274E-6,1.038E-6,907.2E-9,1.000
